id,label,degree,community,x,y,z
RandPaul,727,7,0,-373.991943,-727.909729,471.378326
Gsantollo,731,5,1,489.64798,830.417786,-498.486908
JMontanaPOTL,737,5,4,-185.258331,-1288.354492,617.3526
C0nservativeGal,739,14,0,-816.349854,-1155.694458,594.903625
amvetshawaii,740,3,0,-974.197021,-918.286743,572.049622
IceDeep,743,7,1,256.953156,672.036316,-522.029175
dylanthinks_,744,3,1,376.377472,1034.510498,-414.78653
hopingforachang,746,5,4,-115.633644,-1361.915405,595.466492
littlebytesnews,747,10,4,-37.300301,-1302.110962,594.247864
CBSNLive,749,3,6,-309.262634,-396.059326,260.990112
8802Ditman,750,8,2,573.039124,-673.591309,-576.174805
BernieSandersAZ,753,5,1,132.051102,877.537659,-454.673553
FedoraPayan,754,10,0,-1009.594299,-1019.791382,581.048157
TeamMarcoIA,757,6,6,200.149307,-952.152771,651.230042
solomon_ann,760,8,0,-744.934998,-910.838745,482.667053
PP15146407,761,12,0,-1083.14563,-1087.013184,624.589417
Spirit_of_1776_,762,10,0,-1015.4646,-1193.039429,619.064453
Doodles4Bernie,763,3,1,653.448364,950.888733,-285.680237
TwoOneSix216,764,14,1,660.528625,952.650024,-237.567642
Finance_Fan,765,6,1,135.028458,475.261078,-291.415497
TSFearadaigh,767,7,0,-927.422791,-1127.548218,789.11615
RWSurferGirl1,768,5,0,-757.012329,-1075.3302,758.584778
USAprogression,769,11,1,273.241974,964.247437,-629.463379
chic61dotcom,771,9,1,522.725098,624.667419,-617.578064
CaliForBernie,772,7,1,473.397186,617.053345,-543.689148
stylistkavin,774,19,2,631.228577,-713.638489,-554.759216
jrarvelo,775,5,0,-1036.975098,-970.722351,587.526184
suz8863,776,13,1,220.836334,573.774231,-402.524506
Boy_Scout1111,779,4,0,-834.397461,-910.951843,464.440887
love_icydelight,780,9,0,-1009.863708,-900.46283,693.001587
Trumptbird,781,25,0,-1103.596313,-1039.940918,636.092163
LesaWilbert,782,7,1,401.891785,537.335999,-466.262451
SilvanaGuerra11,784,3,0,-1080.515503,-1120.195557,523.136047
lamenaknight,785,5,1,120.434708,543.552551,-116.575317
VetApologist,790,7,0,-937.770508,-942.44397,425.935028
LivNow,791,7,0,-923.240601,-990.394897,337.975281
JJMCCABE2,793,27,1,585.882263,764.674988,-279.707092
NewyorkWeissman,794,35,1,608.764771,750.716003,-331.268188
CyLyBu,795,8,0,-1086.950684,-1090.185913,809.21167
w_turley,799,5,0,-1005.022217,-1048.938965,585.475037
TinoTarango,800,3,5,946.521057,-843.583374,478.099396
aheffne,801,17,1,563.367981,913.081848,-317.65097
DannysDarling,802,20,1,331.251282,987.940125,-393.5336
1200CreativeInn,803,5,6,-238.983353,-813.107666,456.198975
Henry111194,808,16,1,234.292892,783.83075,-314.101105
HeatherMatarazz,809,35,1,137.614471,845.99585,-488.998474
THETXEMBASSY,810,16,4,-115.052689,-1331.171509,637.143066
Joestjohn68,813,4,6,26.871923,-700.74646,1100.560059
ZenaMorse,816,4,0,-742.821228,-1102.254761,557.12561
cferrer777,818,9,0,-681.048462,-1054.636353,696.716919
deadeyemadoc,819,4,0,-924.356689,-823.628235,512.535522
WhirlwindWisdom,820,10,1,575.851379,744.971924,-682.699341
GlobalWeirding,822,16,1,617.28125,820.986694,-420.480743
eduloanrevolt,823,9,1,605.60907,933.051941,-583.581604
bowman409,829,5,0,-953.536316,-829.59845,620.709412
Cheri_Kentucky,830,3,4,-24.843418,-219.944839,160.648514
Hedge_Shot,831,53,1,586.675781,879.006165,-363.971436
DeePort28,832,28,1,558.559387,647.967346,-298.223572
crisssledge,833,4,1,480.648987,418.002502,-264.956329
Bernie11901,834,20,1,380.294891,849.123901,-570.078064
NoMoreDon8,835,8,1,591.512817,953.983765,-381.775177
85thLegislature,837,4,6,193.801132,-699.336914,579.799927
rumpfshaker,838,13,6,221.260834,-883.736206,584.526672
ARTSYJUDITH,842,6,1,482.659851,434.774719,-474.115082
Sari_Swensen,843,4,0,-756.237732,-974.109741,595.115051
RowlandViki,844,5,0,-702.414795,-737.739014,384.222382
icareeguns,845,32,0,-840.389038,-950.216553,450.219025
ImwithMarco,846,7,6,293.458008,-992.05719,641.370483
TeamMarcoMiami,847,4,6,251.856598,-1005.976685,641.985657
kldreams61,848,4,0,-738.480042,-1059.327026,767.048523
Missy_Kidd,849,4,0,-758.553955,-1178.050537,813.409973
hallmarkm1,851,9,0,-758.597473,-853.212341,561.513794
BlueWaterDays,852,6,0,-698.826355,-793.572327,509.325684
garfield_paula,855,3,1,264.427155,1000.163696,-384.429932
theadjournalist,861,6,1,385.002991,742.033691,-170.117462
UberPSDavid,863,7,1,458.493103,644.243896,-162.42807
attorney22330,864,5,1,240.615097,650.329285,-351.60553
RobertoPrusso,866,6,1,437.930115,676.815186,-420.571655
Retrogirl01,868,4,0,-975.140137,-942.865601,413.456696
NeilTurner_,869,36,0,-904.713928,-903.580322,376.985474
motown4bernie,870,3,1,168.014694,713.470337,-288.15033
BerniePride,871,9,1,139.646881,674.531494,-134.184601
sebb23,873,12,0,-844.847473,-769.282532,452.979919
ChapmanNancy,875,13,0,-743.496094,-1015.818787,745.385315
TexasForBernie,876,44,1,310.602356,649.17865,-335.355652
nancyhighlands7,879,24,1,499.549194,707.920349,-297.385345
davidsirota,880,13,1,566.716064,852.731079,-621.331238
minnamyself,882,7,0,-696.560852,-770.662659,349.239014
SmokinSam420,885,3,0,-825.20282,-832.213867,770.021667
NickiScroggin,887,5,5,910.856384,-726.869812,424.391144
dmrcaucus,891,6,5,92.873558,-475.125061,357.87323
mostawesomeblog,893,16,1,342.278473,749.422668,-155.666534
FreeStateYank,895,6,0,-927.276733,-1117.973022,656.172424
woitekj,896,13,0,-961.388367,-1010.582825,583.330566
SkyNetWatching,897,10,5,997.762085,-839.589355,465.073608
BLACKFLAGchi,898,7,1,169.790695,604.184021,-326.768158
freedomnow72,899,6,6,139.721848,-1010.611572,683.174072
NukinEgr,901,3,0,-745.311401,-1161.258179,573.227844
Jana_1977,902,20,4,-31.973875,-1299.96167,669.927795
realTeamTrump,905,4,0,-803.157471,-898.944763,719.800171
VeraTMD,906,4,0,-773.113464,-682.799805,432.846954
NettiePearl01,907,9,1,205.927597,492.114594,-215.832504
EnviroNewsTV,908,8,1,314.646942,669.700012,-116.402748
manderz_mky,911,4,1,429.68576,796.436768,-742.027283
NationalNurses,912,63,1,465.979156,712.065369,-616.320435
ATHOMEActivism,915,18,1,317.341614,806.221619,-293.401062
momwalks2,916,7,4,-116.201378,-1348.866089,671.517273
Saint_Obama,917,18,4,-68.834045,-1286.814209,635.408142
rothantik,918,6,1,292.096863,585.782104,-295.620178
DollFaces911,919,3,6,291.519318,-1010.77655,661.232056
TeamMarco,920,12,6,214.549423,-989.207886,631.643982
Colorado4Bernie,922,14,1,486.651764,532.089294,-295.831512
boushdag,923,26,1,497.020203,837.150818,-608.184387
Contumedia,924,5,0,-964.958069,-1171.06897,553.227478
GetBZLiving,925,9,2,652.797485,-690.457031,-586.37262
lynnrooey,927,5,0,-638.808655,-948.690857,738.068359
damnpamfromnamm,928,3,1,459.635864,592.552917,-602.582825
sloa0061,929,3,1,164.007446,807.481689,-455.363708
wrmilligan,930,9,0,-760.901917,-1028.444336,728.120361
mkues65,931,8,0,-721.003296,-1049.079346,558.894897
DianaBialkowski,932,3,0,-982.603088,-809.219849,519.071106
Konducta4LFE,934,6,1,215.575119,760.504883,-461.995941
GuenPage,935,15,1,626.677429,834.911499,-464.878693
4AllSoulKind,936,25,1,355.178314,575.64856,-202.065079
illiesunny,937,8,1,447.777466,957.168518,-590.250366
lyabeer,938,4,1,351.212006,617.395325,-499.527374
bobby_copeland,939,3,2,492.747314,-623.924683,-556.945496
Youxia88,941,11,4,37.813652,-1306.301636,678.035095
redcloud5628,942,17,0,-926.195862,-813.445679,592.737915
ProjectBernie16,943,78,1,376.741547,971.677673,-421.049896
JosephEach,944,5,4,-21.251102,-1423.637939,648.50592
BeritaMooneyhan,948,5,0,-970.146606,-1078.77356,746.662354
SSbridges51,949,4,0,-1104.592163,-1123.705566,750.683411
BetzMyboyblue11,950,5,1,563.599854,820.055115,-162.894104
LI4Bernie,953,6,1,200.156525,687.265808,-448.981506
steve0423,956,20,4,-436.061005,-1257.950195,619.509094
UnofficialFever,958,12,1,432.548584,723.217712,-393.796417
lish0531,962,4,0,-679.919617,-1062.071533,490.570526
MrsSkulliesBass,964,4,0,-1035.305054,-823.417358,528.999573
The_Trump_Train,965,27,0,-1095.097412,-893.656494,491.776611
WhiteJacketPink,967,3,0,-1121.401123,-989.362,608.411133
kenif537,968,9,1,329.967255,819.541626,-358.985718
DMashak,970,3,0,-827.454468,-1045.187622,954.594238
Martholomule_,974,3,1,321.619476,791.209534,-585.34845
FranzGanter,975,12,1,413.072021,1014.761658,-673.766174
CaroleChi,976,3,1,287.914063,1028.889893,-824.389038
JustinDudo,980,3,1,175.356003,951.33728,-361.230927
valsthewoman,981,8,5,1013.205017,-850.63385,491.009033
calishrink,982,6,5,995.429749,-852.406677,484.621979
panegron,985,16,1,639.375671,815.831665,-190.702194
mtnmancurt,987,4,4,-149.707047,-1247.651123,690.841492
Shooters_Wife,988,27,4,-127.952744,-1332.901001,674.09729
NYC4TRUMP2016,992,28,0,-1040.395386,-912.627808,759.584961
YourPotus,997,4,0,-1078.75708,-1182.703857,695.346191
YusufHassani,1002,3,1,191.545273,840.589783,-459.357544
cann4ing,1003,9,1,535.685608,580.221069,-528.89032
AngryVoters,1004,19,1,550.410828,517.117004,-427.751007
DoubleIvy,1005,3,1,355.324219,783.86853,-498.516022
bandsh,1009,4,1,476.280365,649.540955,-418.260254
hwils43,1012,6,0,-942.593262,-1106.821533,787.273926
arrjet17,1013,7,0,-926.372253,-1054.407349,793.852661
FriendlyJMC,1015,3,0,-701.054077,-1005.205444,443.12677
5thdimdreamz,1016,12,1,333.189209,614.562927,-336.44873
moniquepetagaye,1017,6,0,-698.689941,-856.850403,407.382202
sanders4all,1019,10,1,661.81842,753.569458,-313.605103
PamDMON,1020,17,1,685.55481,782.87616,-263.084137
samhwils,1021,3,1,260.848083,907.848267,-534.063049
PositivelyJoan,1024,18,1,590.917664,591.646423,-592.547363
Colleges4Bernie,1025,13,1,570.638184,699.975769,-570.878296
FL4TRUMPDOTCOM,1030,27,0,-1069.907104,-818.271118,547.540405
CrestonQ,1034,16,1,487.062195,582.826538,-626.196838
BanditGolf,1038,7,4,18.926088,-1337.245483,677.141724
EB_imconfus,1039,9,4,69.841255,-1288.850464,626.5802
MykelBeyotch,1040,5,1,761.458069,930.954895,-318.626648
CanProveIt,1041,10,1,693.420288,887.952881,-415.192566
JoseGoldschmidt,1042,3,1,251.201141,783.809265,-661.968384
Millennials4Her,1043,11,2,570.998779,-722.374512,-569.768982
sarahtimmerman,1044,3,2,552.821411,-762.484802,-635.680359
Craig19Eighty8,1046,18,1,639.798279,794.016418,-290.707123
R82469734Janice,1047,9,0,-734.954285,-946.380371,504.46225
america_trump,1049,15,0,-994.311768,-921.644592,485.991791
immigrant4trump,1051,87,0,-877.83728,-1111.718994,504.198364
DebraLewis14,1052,4,1,489.545044,818.993225,-246.700073
VeganmomVegan,1053,8,1,599.616272,831.60144,-547.593872
jamieleecurtis,1057,8,2,523.782349,-624.102722,-667.149597
amuses,1059,5,1,677.10022,761.340088,-587.759521
Erosunique,1062,7,0,-988.563232,-1137.995117,560.640991
NurseJanIAm,1064,8,1,538.279419,625.137207,-590.838928
shipman96,1065,31,1,365.666901,746.45752,-448.42688
wutnxt,1066,4,0,-586.440552,-602.01593,459.891418
barbetteolipha2,1071,3,0,-973.111511,-1143.898438,952.343262
writeinbernie,1073,12,1,655.412903,790.314514,-344.299469
DiamondandSilk,1075,35,0,-1024.146606,-886.223145,579.596497
NYCGlobal,1084,17,0,-976.463745,-1022.835022,733.265015
Lehigh389,1090,8,2,560.635315,-571.969788,-485.144104
devdam1,1091,6,1,138.173965,901.142395,-419.216644
MaryMorientes,1092,10,2,534.304138,-560.370605,-554.559021
SheilaWagner19,1095,9,6,168.963699,-937.674438,641.18335
sfloridastorm,1096,6,6,170.009262,-915.469482,617.123291
Johnsontx5Diane,1098,5,4,29.904346,-1392.835938,649.468506
cindiperez48,1099,8,4,38.847286,-1402.138428,680.607361
RepublicanMvmnt,1100,11,0,-710.566162,-884.126831,609.606445
DrdaveAnddee,1101,13,1,285.542725,581.099609,-143.608765
JeanetteJing,1102,15,1,387.046448,578.350281,-250.164078
erica4ou,1104,5,0,-805.44928,-1041.343994,537.461243
evolved_deb,1107,15,1,553.140137,821.715393,-503.326996
Texgalleslie,1108,7,4,-11.446462,-1247.496216,629.527893
SpecialKMB1969,1109,43,0,-942.699219,-951.394653,745.110474
DaMagN,1111,3,1,270.307587,958.005737,-357.947235
rebeleyeball,1112,12,1,500.260773,897.716919,-181.451553
ROBELAM79,1117,4,0,-1004.538025,-1058.808594,724.733948
HillaryforIA,1119,21,2,530.899414,-567.597168,-642.084717
RNRMaryland,1123,7,4,-392.788696,-1260.799805,610.283142
MoveOn,1126,80,1,357.89035,930.368713,-308.444305
rodeodance,1127,5,2,576.980286,-683.652222,-529.678894
calicoskin,1130,15,1,288.43869,771.456726,-617.893616
4BernieBecause,1131,16,1,457.967743,1045.888306,-495.563599
jcoralpark,1133,5,0,-1106.832886,-997.13208,550.004395
AVoiceForUSA,1134,20,0,-1142.675537,-1036.736328,633.872314
BayArea4Bernie,1138,15,1,530.14801,753.088501,-325.911041
Rich_fxdump,1139,14,1,537.10553,926.359802,-515.460205
smartgirls4gop,1140,6,4,42.48119,-1259.284546,640.085266
cidelson,1142,15,1,389.846558,735.729675,-324.334595
Appraiser19L,1143,6,0,-1059.074829,-963.372192,565.604797
NancyRog11,1145,14,1,414.944031,986.82782,-178.846375
peddoc63,1147,30,4,-267.44455,-1242.403198,615.917908
bullprog,1148,7,1,154.266235,741.895081,-464.772919
Orpi35,1149,4,6,240.986694,-761.90918,490.722809
LewisCountyCruz,1150,5,4,92.726692,-1385.317017,611.275146
SteveDeaceShow,1151,5,4,79.150383,-1423.703979,641.039551
skyjones55,1152,9,0,-902.091125,-1049.66748,501.283508
d_w_shelton,1155,10,1,349.457367,1012.597778,-724.579956
pislandgirl,1156,3,2,655.082947,-579.305725,-486.113037
boycotkochbros,1157,5,2,657.514526,-450.903412,-474.150238
ValeriyaRusalka,1160,6,1,303.376221,1013.23938,-564.881531
SlubertFri,1164,7,1,498.331116,827.904724,-293.974976
yaboyberniesand,1165,46,1,429.391785,780.992065,-288.380585
bravehart60,1166,20,0,-979.970764,-912.309937,736.104553
RepStevenSmith,1168,9,0,-797.629089,-1268.82251,527.120483
Corgimom9047,1169,4,5,961.842102,-854.851135,493.319946
hckysnyder,1171,19,0,-801.949219,-875.134033,447.513031
frespiritd1,1172,9,1,196.726547,741.121704,-554.680969
ChiariGirl357,1173,9,1,505.74295,771.635132,-218.554657
ImpressionsofTX,1174,3,6,168.997009,-1044.402466,595.589233
RightForRubio,1175,7,6,128.797913,-937.854004,591.049377
ThisWeekABC,1178,9,1,127.082092,526.983154,-228.326111
LynnMoo37618860,1179,6,0,-690.161804,-793.193115,391.059021
sharonDay5,1180,5,0,-944.515442,-860.954529,524.165771
sandiv11,1182,3,0,-1048.761963,-994.890503,671.01178
barkmartin,1183,11,0,-981.810913,-1058.698364,544.237976
wyoming4trump,1184,7,0,-763.434387,-805.382446,347.020905
MidOhioMilitia,1185,6,0,-1000.407837,-902.398315,452.944397
PaulWCockerham1,1186,3,0,-849.07251,-970.36084,527.84552
LeslieWix,1187,10,0,-805.771179,-1081.578735,555.904602
pacsgirl36,1188,3,0,-1061.65271,-928.180054,702.966797
teamhuck16ma,1189,6,3,3.77231,-1132.44104,1132.223755
NicoleJeanLTL,1190,11,1,627.853882,642.202332,-426.861084
BlazePhoenix_,1191,5,1,476.408356,526.544128,-269.477997
Politicaltwain1,1192,15,1,607.440552,820.116455,-290.629517
ImmoralReport,1193,3,0,-922.293823,-823.059387,839.418091
marinmaven,1196,4,1,401.994537,775.733826,-776.395996
conservativeoki,1197,3,3,2.852,-1124.219971,1188.531738
jasonrapert,1198,4,3,8.202938,-1107.420288,1134.975586
yuniory12,1201,3,6,215.803558,-961.31897,621.010071
AdamNGuy,1204,6,1,646.576538,604.990967,-318.54776
T17R_TEdinger,1205,9,0,-771.844116,-810.050232,527.119202
ericksonr51,1206,6,0,-1098.714233,-1018.801453,684.774414
truthglow,1208,8,1,658.103516,571.690979,-457.106537
LiebermanJeremy,1209,3,1,748.214294,558.387207,-453.643311
bndsnoopy61,1212,6,2,588.223938,-706.085632,-680.462341
Lee_in_Iowa,1213,23,2,618.775757,-663.342957,-669.579834
morerye,1215,24,1,408.634979,708.097107,-301.080994
AngelBear2016,1217,5,0,-931.539124,-1164.827271,644.384644
SteegVan,1218,4,1,538.056335,713.687988,-367.546753
Sanders4Potus,1219,14,1,529.901855,777.679871,-580.335938
trumpemall,1220,4,0,-993.455688,-1024.26001,621.665894
ferrenvivianay1,1222,4,0,-1024.05127,-1124.34729,979.951782
JoMiSa5150,1223,4,1,122.677856,977.171875,-444.373505
sanderswins,1229,21,1,280.254089,960.494019,-250.862152
schweinehund74,1233,3,0,-797.916016,-962.475464,491.447571
CarrieWelborn,1236,4,0,-802.723633,-1111.176636,482.033478
Bonnie_219,1237,10,1,559.587585,830.095459,-291.112488
WarriorsHart444,1238,6,4,-49.305676,-1265.781006,696.179688
Lrihendry,1241,16,0,-838.267883,-1192.144653,513.471436
pugrussell,1246,3,1,226.384521,654.124268,-477.50946
Crayz9000,1249,5,1,458.329681,917.423767,-525.549683
israfel070,1252,6,1,175.693634,1013.144348,-486.823242
MWPolitics,1256,9,6,227.25444,-991.875732,590.895874
RMaintainers,1257,5,0,-822.546143,-1145.416748,743.805237
OHWomen4Bernie,1260,7,1,326.359772,755.679993,-685.390869
mikede14785,1262,3,0,-809.655151,-1133.064087,626.3349
teb065,1263,17,1,276.255951,795.63916,-479.827545
fwer1234,1264,11,1,568.677917,526.37793,-247.609161
ghhxacjsbkamnb2,1266,3,0,-1012.707947,-1194.425049,1027.708252
amperg33,1269,12,0,-1090.357666,-1024.230347,874.269287
SherredEllen,1270,3,6,130.999939,-1057.205078,624.618835
DrDarrellCline,1271,5,6,-46.981209,-674.839722,1029.136963
Pinefeather14,1272,6,1,488.841614,826.033142,-371.105835
WarWomensRights,1277,13,1,621.195129,817.40979,-353.253479
420Otaku69,1278,3,1,200.685516,827.407715,-661.129211
SiCarswell,1279,49,1,184.446198,668.11438,-282.35376
Say_Non_Now,1283,11,1,624.155396,930.158508,-430.572754
BerninForBernie,1284,6,1,630.904785,872.849548,-329.448303
AndresBS1991,1285,4,1,109.956985,882.913269,-446.28894
GeorgeKiddJr,1286,7,1,404.667938,748.046753,-234.171341
ohiotimmons3,1287,8,1,360.094879,874.801575,-477.480011
Wriseup,1291,27,1,599.434509,780.958252,-524.40448
zaroonrkhan,1293,4,1,125.948776,864.098938,-438.353058
ReutersLive,1296,4,2,-203.82338,-433.04892,215.46875
glendabelle_11,1298,8,0,-1124.917969,-996.923157,425.443787
PatriotByGod,1299,6,0,-1112.862549,-1114.479736,523.679688
Blackdi51264299,1302,6,4,-90.634384,-1336.914917,634.319824
A1speaker,1303,12,0,-791.647461,-855.816956,482.89682
roseserao,1308,4,6,225.24852,-788.080811,548.207581
Toddkron,1309,4,6,271.22879,-908.825806,603.217712
nhdogmom,1316,10,2,678.728271,-655.874329,-665.712158
fcwic1,1317,17,0,-930.723328,-1007.308472,381.811615
HMGS,1318,11,1,286.381348,819.448364,-529.803772
CarmenCammarat2,1323,4,0,-1167.161133,-1049.993408,805.801575
TheTrumpTrain,1324,3,0,-1176.960083,-1033.449341,833.686035
onecaliberal,1325,8,1,648.132874,747.284729,-54.932045
pattonoswalt,1326,5,1,630.058655,777.695862,-54.918995
ArvelMauldin,1328,7,1,527.408386,732.743042,-428.781342
CyberPlayGround,1330,3,1,275.989105,884.986145,-290.604401
MDavidMorris2,1331,9,0,-1080.125854,-1106.849243,525.445129
Junebug1952,1332,5,0,-890.87146,-970.86145,365.311401
CrusaderforCruz,1336,8,4,2.593645,-1318.033569,632.700806
erinschmitt66,1337,11,0,-943.164368,-864.891602,415.251648
RyanJKren22,1338,4,0,-988.26593,-865.148743,316.540649
KyleTaylorLucas,1339,14,1,464.694244,672.56366,-464.578064
4closureNation2,1341,30,1,518.484009,759.064209,-272.9375
Chandigarh3487,1342,3,0,-836.531311,-1000.773254,652.523865
NancyGaldeano,1343,10,1,263.317841,827.410583,-509.235504
thelesbernian,1344,8,1,215.248703,601.955811,-369.140686
DrivaJane,1345,3,0,-947.5271,-984.446167,722.480713
agfstydahsfhot1,1348,3,0,-1000.925049,-1187.583618,999.501648
DestinyandBruce,1349,3,0,-910.254211,-839.918518,366.835236
rosevine3,1351,10,1,671.422668,593.414429,-488.908539
asydtahsfbuhot1,1352,4,0,-1015.353699,-1187.837158,1003.273499
LoriSums,1353,16,2,424.211304,-679.283264,-505.825867
Diane400,1356,11,0,-898.477478,-834.402954,623.98938
LegendaryTrump,1357,3,0,-954.100952,-839.234497,674.311768
cordellifornh,1359,3,5,1057.650513,-854.297302,499.001007
Left2016action,1361,12,1,178.589676,430.795044,-341.773346
tlfiegen,1363,40,1,371.455017,881.851196,-149.318466
BringMeCalliope,1364,19,1,284.148926,843.175232,-625.247375
Dollfinish,1365,4,0,-825.592773,-1192.470337,656.837585
SEAAdams2,1366,6,0,-794.109253,-1190.07312,646.922668
Original_Maven,1367,13,1,545.93158,673.591431,-333.658173
KReady997,1371,13,0,-965.641296,-1022.193848,506.173828
lynn_weiser,1372,28,0,-952.493713,-890.827087,537.6651
dr_chris_jones,1373,11,1,184.388321,740.915588,-242.319611
thatsmybutter,1377,4,0,-863.649414,-1133.178223,582.150818
